,run,name,time,value
664,4,tDistribution,"[ 10001.24396473  10002.49754087  10002.81192262 ... 249999.1026093
 249999.12775675 249999.28201894]",[1.25357614 0.31438175 0.13464626 ... 0.02514745 0.15426219 0.77399244]
665,4,tDistribution,"[ 10001.25775219  10003.53190603  10004.56978524 ... 249998.06221243
 249998.62563407 249999.22351247]",[2.27415384 1.03787921 0.55772101 ... 0.56342164 0.5978784  3.69495247]
666,4,tDistribution,"[ 10001.27640112  10003.79723852  10006.25815753 ... 249994.50582726
 249997.1226421  249997.77131676]",[2.5208374  2.46091901 1.8555705  ... 2.61681485 0.64867465 2.58177129]
667,4,tDistribution,"[ 10001.29275193  10002.63952675  10002.67552484 ... 249998.90679064
 249999.55749778 249999.96990924]",[1.34677482 0.03599809 0.78926422 ... 0.65070713 0.41241147 0.42261485]
668,4,tDistribution,"[ 10001.30508083  10001.58019695  10001.58327559 ... 249996.23477499
 249996.29272029 249998.33519844]",[0.27511612 0.00307864 2.82191106 ... 0.0579453  2.04247815 1.93944685]
669,4,tDistribution,"[ 10001.41496698  10002.21675895  10002.89386605 ... 249996.27007109
 249997.94939494 249998.26676502]",[0.80179197 0.67710711 1.69903079 ... 1.67932385 0.31737008 2.92280766]
670,4,tDistribution,"[ 10001.43681412  10002.03453733  10003.45150895 ... 249997.7631096
 249998.88256296 249998.95972267]",[0.59772321 1.41697162 1.21707913 ... 1.11945336 0.07715971 1.43610097]
671,4,tDistribution,"[ 10001.44076923  10001.53852322  10001.95695529 ... 249999.11383277
 249999.32335162 249999.85903658]",[0.09775399 0.41843207 1.55232127 ... 0.20951884 0.53568496 0.31229165]
676,4,tDistribution,"[ 10001.49812352  10001.77552424  10002.3574708  ... 249993.72443935
 249994.65536826 249996.56776854]",[0.27740072 0.58194656 0.25967358 ... 0.93092891 1.91240028 4.20574978]
677,4,tDistribution,"[ 10001.5033319   10002.18291868  10004.07649459 ... 249996.90779085
 249998.24076663 249998.5261107 ]",[0.67958678 1.89357591 1.20069945 ... 1.33297578 0.28534407 3.61268229]
678,4,tDistribution,"[ 10001.55579808  10002.18941359  10003.74071641 ... 249997.40743897
 249999.09893723 249999.48587895]",[0.6336155  1.55130283 0.58809514 ... 1.69149826 0.38694172 1.791793  ]
683,4,tDistribution,"[ 10001.80843926  10002.43215453  10002.49326157 ... 249997.82470593
 249997.9910089  249999.92092235]",[0.62371527 0.06110704 1.487157   ... 0.16630297 1.92991345 1.17784141]
684,4,tDistribution,"[ 10002.03364961  10002.29571343  10004.54215163 ... 249997.49052805
 249997.74550468 249999.79791562]",[0.26206382 2.2464382  1.89676413 ... 0.25497663 2.05241094 1.73851265]
685,4,tDistribution,"[ 10002.10920157  10002.57800636  10003.58475413 ... 249999.2971679
 249999.79371401 249999.88117464]",[0.46880479 1.00674777 2.16087393 ... 0.49654611 0.08746063 0.79741919]
686,4,tDistribution,"[ 10002.26776714  10003.09971546  10003.28704911 ... 249998.79696616
 249999.17131303 249999.48156968]",[0.83194832 0.18733366 4.35349245 ... 0.37434686 0.31025665 0.65157006]
687,4,tDistribution,"[ 10002.40806943  10002.6281453   10002.96835125 ... 249997.86860354
 249999.04674302 249999.31949044]",[0.22007587 0.34020595 0.6716344  ... 1.17813948 0.27274743 3.45289384]
688,4,tDistribution,"[ 10002.59235111  10003.68957712  10003.98915361 ... 249999.00878181
 249999.40589929 249999.77713465]",[1.09722601 0.29957649 0.2999193  ... 0.39711747 0.37123537 0.40519234]
689,4,tDistribution,"[ 10002.5927649   10003.24219801  10003.9350656  ... 249995.95002072
 249996.72209852 249998.94506451]",[0.64943311 0.69286759 0.01597089 ... 0.7720778  2.22296599 3.30715368]
690,4,tDistribution,"[ 10002.6018701   10003.61461583  10004.10542425 ... 249992.56380392
 249993.07944332 249997.39841735]",[1.01274573 0.49080842 2.02475958 ... 0.5156394  4.31897403 3.08204361]
691,4,tDistribution,"[ 10002.60242061  10002.88808334  10003.96729764 ... 249993.98312059
 249995.43170547 249999.98894781]",[0.28566273 1.07921429 0.02864057 ... 1.44858488 4.55724235 0.52985318]
696,4,tDistribution,"[ 10002.81710011  10002.8757183   10003.0531923  ... 249997.6624759
 249997.67679679 249998.69654574]",[0.05861819 0.177474   2.1184403  ... 0.01432089 1.01974894 2.35790129]
697,4,tDistribution,"[ 10002.93681925  10003.54639488  10003.95736612 ... 249998.45507289
 249998.77112321 249998.94998376]",[0.60957563 0.41097124 2.21306014 ... 0.31605033 0.17886054 2.35994282]
698,4,tDistribution,"[ 10002.94229799  10005.36848332  10006.12925075 ... 249997.41618164
 249997.75251208 249998.85715767]",[2.42618533 0.76076743 2.64501453 ... 0.33633044 1.10464559 3.72245769]
699,4,tDistribution,"[ 10003.6863136   10003.69940739  10005.65580402 ... 249996.95683768
 249998.3847235  249999.55841477]",[0.01309379 1.95639662 4.20833091 ... 1.42788583 1.17369127 4.7125346 ]
571,4,waitingTime,"[ 10000.08935711  10000.87431661  10003.00123654 ... 249996.98327616
 249997.77560863 249999.07886839]",[ 1.0e-12  2.0e-12  0.0e+00 ...  1.3e-11 -1.5e-11 -1.2e-11]
592,4,waitingTime,"[ 10000.32904845  10000.8219615   10001.64925551 ... 249997.36997372
 249997.69649159 249999.1540785 ]",[-1.0e-12  1.0e-12  2.0e-12 ...  1.9e-11 -1.5e-11  9.0e-12]
607,4,waitingTime,"[ 10000.48492579  10002.5114398   10004.08768722 ... 249998.54220384
 249999.50401165 249999.94071977]",[ 0.0e+00 -1.0e-12  0.0e+00 ...  7.0e-12  1.6e-11  1.4e-11]
624,4,waitingTime,"[ 10000.71007207  10002.1019628   10002.22262351 ... 249997.36762299
 249997.6193745  249998.62319503]",[-1.0e-12  1.0e-12  1.0e-12 ...  0.0e+00  3.0e-12  1.5e-11]
634,4,waitingTime,"[ 10000.77090431  10001.04332089  10001.55348393 ... 249996.69308539
 249997.07081202 249997.67509908]",[ 1.e-12  0.e+00  0.e+00 ... -6.e-12 -1.e-12 -6.e-12]
654,4,waitingTime,"[ 10001.09935994  10002.47483489  10003.33182678 ... 249996.94645051
 249997.40820694 249999.23819196]",[ 0.0e+00  0.0e+00 -1.0e-12 ... -1.5e-11 -1.0e-12 -1.1e-11]
659,4,waitingTime,"[ 10001.20518704  10004.61722894  10005.36420259 ... 249995.86939376
 249996.18416195 249999.31825851]",[ 0.0e+00  1.0e-12  0.0e+00 ...  8.0e-12 -1.5e-11  3.3e-11]
673,4,waitingTime,"[ 10001.45183503  10001.50772221  10001.61723283 ... 249994.27607552
 249995.12530281 249996.61938755]",[ 1.0e-12 -1.0e-12  0.0e+00 ... -8.0e-12 -1.1e-11  2.0e-12]
680,4,waitingTime,"[ 10001.60420436  10002.50341666  10007.10110853 ... 249998.85421044
 249999.39963493 249999.42808525]",[ 1.0e-12 -1.0e-12  0.0e+00 ... -1.0e-12  2.7e-11 -1.5e-11]
693,4,waitingTime,"[ 10002.61878472  10002.6785055   10002.99664353 ... 249998.38055854
 249999.12926708 249999.71803074]",[ 1.0e-12 -1.0e-12  1.0e-12 ... -1.4e-11  3.5e-11  4.0e-12]
